"movieId","userId","rating","title","genres"
"4896",88,3.5,"Harry Potter and the Sorcerers Stone (a.k.a. Harry Potter and the Philosophers Stone) (2001)","Adventure|Children|Fantasy"
"4963",88,4.5,"Oceans Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,""Business of Strangers, The (2001)"",Action|Drama|Thriller
4967,No Mans Land (2001)","Drama|War"
"4973",88,5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"4979",88,4,"Royal Tenenbaums, The (2001)","Comedy|Drama"
"5299",88,3.5,"My Big Fat Greek Wedding (2002)","Comedy|Romance"
"5349",88,3,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"5377",88,4.5,"About a Boy (2002)","Comedy|Drama|Romance"
"5378",88,1,"Star Wars: Episode II - Attack of the Clones (2002)","Action|Adventure|Sci-Fi|IMAX"
"5418",88,4,"Bourne Identity, The (2002)","Action|Mystery|Thriller"
"5445",88,3.5,"Minority Report (2002)","Action|Crime|Mystery|Sci-Fi|Thriller"
"5952",88,3.5,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"5991",88,3,"Chicago (2002)","Comedy|Crime|Drama|Musical"
"5995",88,4.5,"Pianist, The (2002)","Drama|War"
"6016",88,4,"City of God (Cidade de Deus) (2002)","Action|Adventure|Crime|Drama|Thriller"
"6373",88,2.5,"Bruce Almighty (2003)","Comedy|Drama|Fantasy|Romance"
"6377",88,4,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"7285",88,4,"Thirteen (2003)","Drama"
"7361",88,4,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"8368",88,3.5,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure|Fantasy|IMAX"
"1",89,5,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"107",89,4,"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical"
"110",89,5,"Braveheart (1995)","Action|Drama|War"
"231",89,5,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
"260",89,5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"296",89,5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"303",89,4,"Quick and the Dead, The (1995)","Action|Thriller|Western"
"316",89,4,"Stargate (1994)","Action|Adventure|Sci-Fi"
"318",89,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"428",89,4,"Bronx Tale, A (1993)","Drama"
"588",89,4.5,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589",89,4,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"590",89,5,"Dances with Wolves (1990)","Adventure|Drama|Western"
"648",89,4,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"2571",89,5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2683",89,5,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"2706",89,5,"American Pie (1999)","Comedy|Romance"
"4886",89,4,"Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"4896",89,5,"Harry Potter and the Sorcerers Stone (a.k.a. Harry Potter and the Philosophers Stone) (2001)","Adventure|Children|Fantasy"
"4963",89,5,"Oceans Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,""Business of Strangers, The (2001)"",Action|Drama|Thriller
4967,No Mans Land (2001)","Drama|War"
"5349",89,4.5,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"5418",89,5,"Bourne Identity, The (2002)","Action|Mystery|Thriller"
"5952",89,5,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"6365",89,5,"Matrix Reloaded, The (2003)","Action|Adventure|Sci-Fi|Thriller|IMAX"
"1",90,4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"6",90,4,"Heat (1995)","Action|Crime|Thriller"
"25",90,2,"Leaving Las Vegas (1995)","Drama|Romance"
"29",90,5,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi"
"32",90,4,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"36",90,4,"Dead Man Walking (1995)","Crime|Drama"
"79",90,3,"Juror, The (1996)","Drama|Thriller"
"81",90,4,"Things to Do in Denver When Youre Dead (1995),Crime|Drama|Romance
82,Antonias Line (Antonia) (1995)","Comedy|Drama"
"260",90,4,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"608",90,5,"Fargo (1996)","Comedy|Crime|Drama|Thriller"
"648",90,4,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"661",90,3,"James and the Giant Peach (1996)","Adventure|Animation|Children|Fantasy|Musical"
"733",90,4,"Rock, The (1996)","Action|Adventure|Thriller"
"736",90,3,"Twister (1996)","Action|Adventure|Romance|Thriller"
"766",90,3,"I Shot Andy Warhol (1996)","Drama"
"778",90,4,"Trainspotting (1996)","Comedy|Crime|Drama"
"800",90,5,"Lone Star (1996)","Drama|Mystery|Western"
"802",90,4,"Phenomenon (1996)","Drama|Romance"
"830",90,3,"First Wives Club, The (1996)","Comedy"
"832",90,4,"Ransom (1996)","Crime|Thriller"
"837",90,4,"Matilda (1996)","Children|Comedy|Fantasy"
"866",90,4,"Bound (1996)","Crime|Drama|Romance|Thriller"
"1407",90,4,"Scream (1996)","Comedy|Horror|Mystery|Thriller"
"1422",90,4,"Murder at 1600 (1997)","Crime|Drama|Mystery|Thriller"
"1438",90,3,"Dantes Peak (1997),Action|Thriller
1440,Amos & Andrew (1993),Comedy
1441,Benny & Joon (1993),Comedy|Romance
1442,Prefontaine (1997),Drama
1444,Guantanamera (1994),Comedy
1445,McHales Navy (1997)","Comedy|War"
"1472",90,4,"City of Industry (1997)","Crime|Thriller"
"1479",90,3,"Saint, The (1997)","Action|Romance|Sci-Fi|Thriller"
"1",91,5,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"12",91,3.5,"Dracula: Dead and Loving It (1995)","Comedy|Horror"
"19",91,4,"Ace Ventura: When Nature Calls (1995)","Comedy"
"23",91,3.5,"Assassins (1995)","Action|Crime|Thriller"
"34",91,3,"Babe (1995)","Children|Drama"
"104",91,4,"Happy Gilmore (1996)","Comedy"
"110",91,5,"Braveheart (1995)","Action|Drama|War"
"216",91,4,"Billy Madison (1995)","Comedy"
"231",91,4.5,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
"260",91,5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"267",91,3.5,"Major Payne (1995)","Comedy"
"318",91,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"588",91,4.5,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589",91,5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"747",91,3.5,"Stupids, The (1996)","Comedy"
"2335",91,3,"Waterboy, The (1998)","Comedy"
"2571",91,5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2706",91,4,"American Pie (1999)","Comedy|Romance"
"3979",91,3,"Little Nicky (2000)","Comedy"
"3996",91,4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","Action|Drama|Romance"
"4015",91,3,"Dude, Where's My Car? (2000)","Comedy|Sci-Fi"
"4306",91,4.5,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"4340",91,3,"Animal, The (2001)","Comedy"
"4886",91,5,"Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"4973",91,4.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"5418",91,5,"Bourne Identity, The (2002)","Action|Mystery|Thriller"
"5952",91,5,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"1",92,5,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"2",92,3,"Jumanji (1995)","Adventure|Children|Fantasy"
"6",92,3,"Heat (1995)","Action|Crime|Thriller"
"10",92,2,"GoldenEye (1995)","Action|Adventure|Thriller"
"11",92,4,"American President, The (1995)","Comedy|Drama|Romance"
"19",92,1,"Ace Ventura: When Nature Calls (1995)","Comedy"
"21",92,5,"Get Shorty (1995)","Comedy|Crime|Thriller"
"32",92,5,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"34",92,5,"Babe (1995)","Children|Drama"
"39",92,2,"Clueless (1995)","Comedy|Romance"
"44",92,3,"Mortal Kombat (1995)","Action|Adventure|Fantasy"
"45",92,4,"To Die For (1995)","Comedy|Drama|Thriller"
"47",92,5,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"50",92,5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"62",92,3,"Mr. Hollands Opus (1995),Drama
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime"
"76",92,3,"Screamers (1995)","Action|Sci-Fi|Thriller"
"95",92,3,"Broken Arrow (1996)","Action|Adventure|Thriller"
"110",92,5,"Braveheart (1995)","Action|Drama|War"
"112",92,4,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
"223",92,5,"Clerks (1994)","Comedy"
"224",92,3,"Don Juan DeMarco (1995)","Comedy|Drama|Romance"
"231",92,3,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
"235",92,4,"Ed Wood (1994)","Comedy|Drama"
"237",92,3,"Forget Paris (1995)","Comedy|Romance"
"247",92,5,"Heavenly Creatures (1994)","Crime|Drama"
"252",92,3,"I.Q. (1994)","Comedy|Romance"
"253",92,2,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror"
"266",92,2,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"273",92,3,"Mary Shelleys Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,Man of the House (1995),Comedy
275,Mixed Nuts (1994),Comedy
276,Milk Money (1994),Comedy|Romance
277,Miracle on 34th Street (1994),Drama
278,Miami Rhapsody (1995),Comedy
279,My Family (1995),Drama
280,Murder in the First (1995),Drama|Thriller
281,Nobodys Fool (1994)","Comedy|Drama|Romance"
"288",92,3,"Natural Born Killers (1994)","Action|Crime|Thriller"
"292",92,3,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller"
"293",92,4,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","Action|Crime|Drama|Thriller"
"296",92,4,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"300",92,4,"Quiz Show (1994)","Drama"
"315",92,2,"Specialist, The (1994)","Action|Drama|Thriller"
"316",92,1,"Stargate (1994)","Action|Adventure|Sci-Fi"
"317",92,2,"Santa Clause, The (1994)","Comedy|Drama|Fantasy"
"318",92,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"319",92,4,"Shallow Grave (1994)","Comedy|Drama|Thriller"
"339",92,3,"While You Were Sleeping (1995)","Comedy|Romance"
"413",92,1,"Airheads (1994)","Comedy"
"420",92,1,"Beverly Hills Cop III (1994)","Action|Comedy|Crime|Thriller"
"426",92,2,"Body Snatchers (1993)","Horror|Sci-Fi|Thriller"
"434",92,3,"Cliffhanger (1993)","Action|Adventure|Thriller"
"435",92,3,"Coneheads (1993)","Comedy|Sci-Fi"
"440",92,3,"Dave (1993)","Comedy|Romance"
"442",92,3,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"474",92,4,"In the Line of Fire (1993)","Action|Thriller"
"529",92,3,"Searching for Bobby Fischer (1993)","Drama"
"532",92,3,"Serial Mom (1994)","Comedy|Crime|Horror"
"539",92,3,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
"543",92,3,"So I Married an Axe Murderer (1993)","Comedy|Romance|Thriller"
"551",92,3,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
"552",92,1,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance"
"553",92,5,"Tombstone (1993)","Action|Drama|Western"
"555",92,5,"True Romance (1993)","Crime|Thriller"
"587",92,3,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
"588",92,3,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589",92,5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"590",92,4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"592",92,3,"Batman (1989)","Action|Crime|Thriller"
"595",92,5,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"597",92,2,"Pretty Woman (1990)","Comedy|Romance"
"606",92,2,"Candyman: Farewell to the Flesh (1995)","Fantasy|Horror"
"608",92,5,"Fargo (1996)","Comedy|Crime|Drama|Thriller"
"610",92,3,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"648",92,5,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"736",92,2,"Twister (1996)","Action|Adventure|Romance|Thriller"
"778",92,5,"Trainspotting (1996)","Comedy|Crime|Drama"
"1",93,4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"11",93,3.5,"American President, The (1995)","Comedy|Drama|Romance"
"17",93,4,"Sense and Sensibility (1995)","Drama|Romance"
"21",93,5,"Get Shorty (1995)","Comedy|Crime|Thriller"
"25",93,3.5,"Leaving Las Vegas (1995)","Drama|Romance"
"34",93,4,"Babe (1995)","Children|Drama"
"39",93,4,"Clueless (1995)","Comedy|Romance"
"62",93,3.5,"Mr. Hollands Opus (1995),Drama
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime"
"260",93,4,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"265",93,3.5,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Fantasy|Romance"
"266",93,3.5,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"339",93,4.5,"While You Were Sleeping (1995)","Comedy|Romance"
"342",93,3.5,"Muriels Wedding (1994),Comedy
343,""Baby-Sitters Club, The (1995)"",Children
344,Ace Ventura: Pet Detective (1994),Comedy
345,""Adventures of Priscilla, Queen of the Desert, The (1994)"",Comedy|Drama
346,Backbeat (1993),Drama|Musical
347,Bitter Moon (1992),Drama|Film-Noir|Romance
348,Bullets Over Broadway (1994),Comedy
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,""Client, The (1994)"",Drama|Mystery|Thriller
351,""Corrina, Corrina (1994)"",Comedy|Drama|Romance
352,Crooklyn (1994),Comedy|Drama
353,""Crow, The (1994)"",Action|Crime|Fantasy|Thriller
354,Cobb (1994),Drama
355,""Flintstones, The (1994)"",Children|Comedy|Fantasy
356,Forrest Gump (1994),Comedy|Drama|Romance|War
357,Four Weddings and a Funeral (1994),Comedy|Romance
358,Higher Learning (1995),Drama
360,I Love Trouble (1994),Action|Comedy
361,It Could Happen to You (1994),Comedy|Drama|Romance
362,""Jungle Book, The (1994)"",Adventure|Children|Romance
363,""Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"",Documentary
364,""Lion King, The (1994)"",Adventure|Animation|Children|Drama|Musical|IMAX
365,Little Buddha (1993),Drama
366,""Wes Cravens New Nightmare (Nightmare on Elm Street Part 7: Freddys Finale, A) (1994)"",Drama|Horror|Mystery|Thriller
367,""Mask, The (1994)"",Action|Comedy|Crime|Fantasy
368,Maverick (1994),Adventure|Comedy|Western
369,Mrs. Parker and the Vicious Circle (1994),Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,""Paper, The (1994)"",Comedy|Drama
372,Reality Bites (1994),Comedy|Drama|Romance
373,Red Rock West (1992),Thriller
374,Richie Rich (1994),Children|Comedy
375,Safe Passage (1994),Drama
376,""River Wild, The (1994)"",Action|Thriller
377,Speed (1994),Action|Romance|Thriller
378,Speechless (1994),Comedy|Romance
379,Timecop (1994),Action|Sci-Fi|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,When a Man Loves a Woman (1994),Drama|Romance
382,Wolf (1994),Drama|Horror|Romance|Thriller
383,Wyatt Earp (1994),Western
384,Bad Company (1995),Action|Crime|Drama
387,""Low Down Dirty Shame, A (1994)"",Action|Comedy
388,Boys Life (1995),Drama
389,""Colonel Chabert, Le (1994)"",Drama|Romance|War
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,Jasons Lyric (1994)","Crime|Drama"
"529",93,4,"Searching for Bobby Fischer (1993)","Drama"
"539",93,4,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
"586",93,2.5,"Home Alone (1990)","Children|Comedy"
"587",93,3.5,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
"588",93,3,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"590",93,4.5,"Dances with Wolves (1990)","Adventure|Drama|Western"
"592",93,3.5,"Batman (1989)","Action|Crime|Thriller"
"595",93,4,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"597",93,3.5,"Pretty Woman (1990)","Comedy|Romance"
"648",93,3.5,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
"733",93,3,"Rock, The (1996)","Action|Adventure|Thriller"
"858",93,4.5,"Godfather, The (1972)","Crime|Drama"
"898",93,5,"Philadelphia Story, The (1940)","Comedy|Drama|Romance"
"904",93,4.5,"Rear Window (1954)","Mystery|Thriller"
"908",93,4,"North by Northwest (1959)","Action|Adventure|Mystery|Romance|Thriller"
"910",93,3.5,"Some Like It Hot (1959)","Comedy|Crime"
"912",93,4.5,"Casablanca (1942)","Drama|Romance"
"914",93,3.5,"My Fair Lady (1964)","Comedy|Drama|Musical|Romance"
"919",93,4,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"920",93,4,"Gone with the Wind (1939)","Drama|Romance|War"
"923",93,4,"Citizen Kane (1941)","Drama|Mystery"
"2011",93,3,"Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi"
"2081",93,2.5,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"2100",93,2.5,"Splash (1984)","Comedy|Fantasy|Romance"
"2321",93,4,"Pleasantville (1998)","Comedy|Drama|Fantasy"
"2657",93,3,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi"
"2716",93,3.5,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
"3255",93,3,"League of Their Own, A (1992)","Comedy|Drama"
"3256",93,3.5,"Patriot Games (1992)","Action|Crime|Drama|Thriller"
"3317",93,4,"Wonder Boys (2000)","Comedy|Drama"
"4014",93,3.5,"Chocolat (2000)","Drama|Romance"
"4022",93,3.5,"Cast Away (2000)","Drama"
"4027",93,3.5,"O Brother, Where Art Thou? (2000)","Adventure|Comedy|Crime"
"4029",93,5,"State and Main (2000)","Comedy|Drama"
"4246",93,4,"Bridget Joness Diary (2001),Comedy|Drama|Romance
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
4248,Josie and the Pussycats (2001),Comedy
4251,Chopper (2000),Drama|Thriller
4252,""Circle, The (Dayereh) (2000)"",Drama
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
4255,Freddy Got Fingered (2001),Comedy
4262,Scarface (1983),Action|Crime|Drama
4263,Days of Wine and Roses (1962),Drama
4265,Driven (2001),Action|Thriller
4266,""Forsaken, The (2001)"",Horror
4267,One Night at McCools (2001)","Comedy"
"4306",93,3,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"4886",93,3,"Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"4963",93,4,"Oceans Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,""Business of Strangers, The (2001)"",Action|Drama|Thriller
4967,No Mans Land (2001)","Drama|War"
"4979",93,4.5,"Royal Tenenbaums, The (2001)","Comedy|Drama"
"5299",93,3.5,"My Big Fat Greek Wedding (2002)","Comedy|Romance"
"5377",93,3.5,"About a Boy (2002)","Comedy|Drama|Romance"
"5952",93,5,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"5989",93,4,"Catch Me If You Can (2002)","Crime|Drama"
"6377",93,3.5,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"1",94,4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"16",94,3.5,"Casino (1995)","Crime|Drama"
"50",94,4,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"69",94,3,"Friday (1995)","Comedy"
"104",94,2.5,"Happy Gilmore (1996)","Comedy"
"110",94,4.5,"Braveheart (1995)","Action|Drama|War"
"111",94,3.5,"Taxi Driver (1976)","Crime|Drama|Thriller"
"231",94,4,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
"260",94,3,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"292",94,3.5,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller"
"296",94,4,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"316",94,2.5,"Stargate (1994)","Action|Adventure|Sci-Fi"
"318",94,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"442",94,1.5,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"551",94,1,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
"590",94,4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"593",94,5,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"733",94,2.5,"Rock, The (1996)","Action|Adventure|Thriller"
"858",94,4.5,"Godfather, The (1972)","Crime|Drama"
"923",94,3,"Citizen Kane (1941)","Drama|Mystery"
"2012",94,2.5,"Back to the Future Part III (1990)","Adventure|Comedy|Sci-Fi|Western"
"2324",94,5,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama|Romance|War"
"2329",94,4.5,"American History X (1998)","Crime|Drama"
"2571",94,4.5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2692",94,2.5,"Run Lola Run (Lola rennt) (1998)","Action|Crime"
"2706",94,3.5,"American Pie (1999)","Comedy|Romance"
"2710",94,1.5,"Blair Witch Project, The (1999)","Drama|Horror|Thriller"
"2795",94,3.5,"National Lampoons Vacation (1983),Comedy
2796,Funny Farm (1988),Comedy
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2798,Problem Child (1990),Children|Comedy
2799,Problem Child 2 (1991),Comedy
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2803,""Pelican Brief, The (1993)"",Crime|Drama|Mystery|Romance|Thriller
2804,""Christmas Story, A (1983)"",Children|Comedy
2805,Mickey Blue Eyes (1999),Comedy|Romance
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2808,Universal Soldier (1992),Action|Sci-Fi
2809,Love Stinks (1999),Comedy
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2812,In Too Deep (1999),Action|Thriller
2815,Iron Eagle (1986),Action|War
2816,Iron Eagle II (1988),Action|War
2817,Aces: Iron Eagle III (1992),Action
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2820,Hamlet (1964),Drama
2822,Medicine Man (1992),Adventure|Romance
2824,On the Ropes (1999),Documentary|Drama
2826,""13th Warrior, The (1999)"",Action|Adventure|Fantasy
2827,""Astronauts Wife"," The (1999),Horror|Sci-Fi|Thriller
2828,Dudley Do-Right (1999),Children|Comedy
2829,Muse"
"3243",94,1.5,"Encino Man (1992)","Comedy"
"4011",94,3,"Snatch (2000)","Comedy|Crime|Thriller"
"4014",94,3.5,"Chocolat (2000)","Drama|Romance"
"4022",94,4,"Cast Away (2000)","Drama"
"4226",94,4.5,"Memento (2000)","Mystery|Thriller"
"4306",94,5,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"4878",94,4,"Donnie Darko (2001)","Drama|Mystery|Sci-Fi|Thriller"
"4973",94,4.5,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"5349",94,4,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"5418",94,4,"Bourne Identity, The (2002)","Action|Mystery|Thriller"
"5445",94,2.5,"Minority Report (2002)","Action|Crime|Mystery|Sci-Fi|Thriller"
"5952",94,4,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"5989",94,4.5,"Catch Me If You Can (2002)","Crime|Drama"
"5991",94,4,"Chicago (2002)","Comedy|Crime|Drama|Musical"
"6016",94,3,"City of God (Cidade de Deus) (2002)","Action|Adventure|Crime|Drama|Thriller"
"6365",94,2.5,"Matrix Reloaded, The (2003)","Action|Adventure|Sci-Fi|Thriller|IMAX"
"6373",94,2.5,"Bruce Almighty (2003)","Comedy|Drama|Fantasy|Romance"
"6377",94,4,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"6378",94,1,"Italian Job, The (2003)","Action|Crime"
"7254",94,2,"The Butterfly Effect (2004)","Drama|Sci-Fi|Thriller"
"7361",94,3,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"6",95,5,"Heat (1995)","Action|Crime|Thriller"
"9",95,3,"Sudden Death (1995)","Action"
"11",95,4,"American President, The (1995)","Comedy|Drama|Romance"
"16",95,5,"Casino (1995)","Crime|Drama"
"19",95,4,"Ace Ventura: When Nature Calls (1995)","Comedy"
"24",95,4,"Powder (1995)","Drama|Sci-Fi"
"70",95,4,"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller"
"86",95,4,"White Squall (1996)","Action|Adventure|Drama"
"88",95,4,"Black Sheep (1996)","Comedy"
"222",95,4,"Circle of Friends (1995)","Drama|Romance"
"223",95,5,"Clerks (1994)","Comedy"
"236",95,4,"French Kiss (1995)","Action|Comedy|Romance"
"253",95,4,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror"
"260",95,5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"261",95,5,"Little Women (1994)","Drama"
"266",95,5,"Legends of the Fall (1994)","Drama|Romance|War|Western"
"296",95,5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"339",95,4,"While You Were Sleeping (1995)","Comedy|Romance"
"553",95,4,"Tombstone (1993)","Action|Drama|Western"
"593",95,5,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"610",95,4,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"733",95,4,"Rock, The (1996)","Action|Adventure|Thriller"
"778",95,5,"Trainspotting (1996)","Comedy|Crime|Drama"
"879",95,3,"Relic, The (1997)","Horror|Thriller"
"1407",95,4,"Scream (1996)","Comedy|Horror|Mystery|Thriller"
"1994",95,4,"Poltergeist (1982)","Horror|Thriller"
"1995",95,3,"Poltergeist II: The Other Side (1986)","Horror|Thriller"
"2003",95,5,"Gremlins (1984)","Comedy|Horror"
"2004",95,4,"Gremlins 2: The New Batch (1990)","Comedy|Horror"
"2005",95,5,"Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy"
"2013",95,3,"Poseidon Adventure, The (1972)","Action|Adventure|Drama"
"2026",95,3,"Disturbing Behavior (1998)","Horror|Thriller"
"2069",95,3,"Trip to Bountiful, The (1985)","Drama"
